customer_code,Sub_Type_V2,revenue,tot_revenue,subtype_weight
FUGE1001,DUNI,45.75,61546.79,0.0007
FUGE1001,PUSU,53.85,61546.79,0.0008
FUGE1001,GEN,61.35,61546.79,0.0009
FUGE1001,OVEN,71,61546.79,0.0011
FUGE1001,RTRY,84.52,61546.79,0.0013
FUGE1001,LVL,98.68,61546.79,0.0016
FUGE1001,VSPP,136.6,61546.79,0.0022
FUGE1001,CSET,152.21,61546.79,0.0024
FUGE1001,AIRC,201,61546.79,0.0032
FUGE1001,RFG,199.37,61546.79,0.0032
FUGE1001,URN,201,61546.79,0.0032
FUGE1001,MCFA,222.76,61546.79,0.0036
FUGE1001,PRK,233.76,61546.79,0.0037
FUGE1001,AOBR,292.11,61546.79,0.0047
FUGE1001,RCS,312.45,61546.79,0.005
FUGE1001,FLO,315.98,61546.79,0.0051
FUGE1001,PC,343.5,61546.79,0.0055
FUGE1001,MLCH,379.45,61546.79,0.0061
FUGE1001,GDK,414.69,61546.79,0.0067
FUGE1001,COOL,421.2,61546.79,0.0068
FUGE1001,TW,529.2,61546.79,0.0085
FUGE1001,WLCS,644.3,61546.79,0.0104
FUGE1001,CMPR,726.48,61546.79,0.0118
FUGE1001,RBB,733.32,61546.79,0.0119
FUGE1001,FGSH,791.05,61546.79,0.0128
FUGE1001,EXFA,927.41,61546.79,0.015
FUGE1001,TRFU,938.56,61546.79,0.0152
FUGE1001,DSAW.1,975.44,61546.79,0.0158
FUGE1001,VCWD,989.37,61546.79,0.016
FUGE1001,CNR,1238.2,61546.79,0.0201
FUGE1001,TPB,1353.44,61546.79,0.0219
FUGE1001,E.1.1,1511.12,61546.79,0.0245
FUGE1001,TM,1668.64,61546.79,0.0271
FUGE1001,PUSM,1773.76,61546.79,0.0288
FUGE1001,SL.1,1818.7,61546.79,0.0295
FUGE1001,RTP,2167.44,61546.79,0.0352
FUGE1001,SPHE,2379.2,61546.79,0.0386
FUGE1001,WTRB,2837.58,61546.79,0.0461
FUGE1001,BRDR,3493.5,61546.79,0.0567
FUGE1001,KB,6580.64,61546.79,0.1069
FUGE1001,GEN.1,6704.18,61546.79,0.1089
FUGE1001,ABL,6966.59,61546.79,0.1131
FUGE1001,PBS,9440.34,61546.79,0.1533
FULL0215,CMPR.1.1,56.56,10395.59,0.0054
FULL0215,QUE.1,61.84,10395.59,0.0059
FULL0215,PC,68,10395.59,0.0065
FULL0215,RSDD,980.36,10395.59,0.0943
FULL0215,CLR.1,1539.78,10395.59,0.1481
FULL0215,PLTT,1880,10395.59,0.1808
FULL0215,VCWD,2256,10395.59,0.217
FULL0215,RPSD,3553.05,10395.59,0.3417
FULL6003,CPHP,1810.89,8378.1,0.2161
FULL6003,CCY,1854.63,8378.1,0.2213
FULL6003,GPC,4712.58,8378.1,0.5624
FULL8154,RSDD,190,7949.54,0.0239
FULL8154,TPB,300.64,7949.54,0.0378
FULL8154,GEN.1,900,7949.54,0.1132
FULL8154,PUSL,1118.4,7949.54,0.1406
FULL8154,PHDT,2340,7949.54,0.2943
FULL8154,E.1,3100.5,7949.54,0.39
FULT2000,RFG,12.81,55150.11,0.0002
FULT2000,SCIR,14.36,55150.11,0.0002
FULT2000,TRBC,43.28,55150.11,0.0007
FULT2000,PC,39.64,55150.11,0.0007
FULT2000,SWTS,51.2,55150.11,0.0009
FULT2000,VCWD,78.38,55150.11,0.0014
FULT2000,BRP,82.98,55150.11,0.0015
FULT2000,WHPR,95.56,55150.11,0.0017
FULT2000,WSTE,139.23,55150.11,0.0025
FULT2000,MSB,187.8,55150.11,0.0034
FULT2000,NOLT,237.24,55150.11,0.0043
FULT2000,DUNI,275.64,55150.11,0.0049
FULT2000,SL.1,288.87,55150.11,0.0052
FULT2000,CNR,332.76,55150.11,0.006
FULT2000,FLO,346.2,55150.11,0.0062
FULT2000,BH,436,55150.11,0.0079
FULT2000,GEN,522.59,55150.11,0.0094
FULT2000,BRDR,551.32,55150.11,0.0099
FULT2000,SL,637.5,55150.11,0.0115
FULT2000,PUSM,708.18,55150.11,0.0128
FULT2000,DSAW.1,800.8,55150.11,0.0145
FULT2000,KB,933.35,55150.11,0.0169
FULT2000,PUSU,1036.14,55150.11,0.0187
FULT2000,WTRB,1259.14,55150.11,0.0228
FULT2000,FKT,1751.42,55150.11,0.0317
FULT2000,TM,3219.35,55150.11,0.0583
FULT2000,TPB,3508.88,55150.11,0.0636
FULT2000,TRTI,3609.39,55150.11,0.0654
FULT2000,RMTP,6036.63,55150.11,0.1094
FULT2000,LT,7864.95,55150.11,0.1426
FULT2000,RSDD,8705.03,55150.11,0.1578
FULT2000,GEN.1,11343.49,55150.11,0.2056
FURN6002,WTRB,80.81,8272.77,0.0097
FURN6002,SL.1,387.88,8272.77,0.0468
FURN6002,GEN,921.2,8272.77,0.1113
FURN6002,VCWD,6882.88,8272.77,0.8319
FURN9709,PUSU,55.8,14528.18,0.0038
FURN9709,CHSW,76.77,14528.18,0.0052
FURN9709,BRDR,89.09,14528.18,0.0061
FURN9709,RCS,248.38,14528.18,0.017
FURN9709,PUSM,331.28,14528.18,0.0228
FURN9709,DUNI,336.54,14528.18,0.0231
FURN9709,VSPP,390.28,14528.18,0.0268
FURN9709,WTRB,732.72,14528.18,0.0504
FURN9709,RPSD,880,14528.18,0.0605
FURN9709,PC,923.83,14528.18,0.0635
FURN9709,CNR,1422.27,14528.18,0.0978
FURN9709,PBS,1525.84,14528.18,0.105
FURN9709,TPB,7515.38,14528.18,0.5172
FUTU8000,CMXR,47.68,5567.48,0.0085
FUTU8000,PC,168.69,5567.48,0.0302
FUTU8000,TRTI,172.24,5567.48,0.0309
FUTU8000,MILD,226.26,5567.48,0.0406
FUTU8000,RSDD,4952.61,5567.48,0.8895
FUTU9677,MSB,9489,9489,1
FUZZ1000,KB,540,11551.09,0.0467
FUZZ1000,SL.1,900,11551.09,0.0779
FUZZ1000,MSB,1960,11551.09,0.1696
FUZZ1000,SBL,8151.09,11551.09,0.7056
FYTO6000,SF,32.5,6112.65,0.0053
FYTO6000,TRFU,92.43,6112.65,0.0151
FYTO6000,CSK,460.89,6112.65,0.0753
FYTO6000,CNKB,513.6,6112.65,0.084
FYTO6000,CMPR,5013.23,6112.65,0.8201
G&KR9500,TRBC,62.22,11731.46,0.0053
G&KR9500,RCD,101.82,11731.46,0.0086
G&KR9500,VCWD,226.08,11731.46,0.0192
G&KR9500,CFG,248.82,11731.46,0.0212
G&KR9500,CSET,264.24,11731.46,0.0225
G&KR9500,E.1.1,279.6,11731.46,0.0238
G&KR9500,RCS,307.85,11731.46,0.0262
G&KR9500,PRK,445.08,11731.46,0.0379
G&KR9500,GDK,789.6,11731.46,0.0673
G&KR9500,SL.1,2362.6,11731.46,0.2013
G&KR9500,EH,2625,11731.46,0.2237
G&KR9500,E.1,4018.55,11731.46,0.3425
GABY6000,PBS,5299.98,5299.98,1
GALS9761,VCCL,66.26,39732.85,0.0016
GALS9761,PC,71.11,39732.85,0.0017
GALS9761,GEN,76.77,39732.85,0.0019
GALS9761,MEB,79.02,39732.85,0.0019
GALS9761,DSAW.1,103.43,39732.85,0.0026
GALS9761,AB,147.87,39732.85,0.0037
GALS9761,TRTI,164.04,39732.85,0.0041
GALS9761,CDS,184.25,39732.85,0.0046
GALS9761,AD.1,346.68,39732.85,0.0087
GALS9761,WLCS,420.87,39732.85,0.0105
GALS9761,EB,2118.76,39732.85,0.0533
GALS9761,E.1,11610,39732.85,0.2922
GALS9761,E.1.1,24343.79,39732.85,0.6126
GALW8190,DRLC,45.25,35879.92,0.0012
GALW8190,PUSM,58.55,35879.92,0.0016
GALW8190,GRAG,101.82,35879.92,0.0028
GALW8190,WHPR,330,35879.92,0.0091
GALW8190,GDE,399.6,35879.92,0.0111
GALW8190,NGA,451.74,35879.92,0.0125
GALW8190,CDS,627.08,35879.92,0.0174
GALW8190,WTRB,660.22,35879.92,0.0184
GALW8190,AOBR,865.52,35879.92,0.0241
GALW8190,BRDR,1153.68,35879.92,0.0321
GALW8190,DUNI,1184.92,35879.92,0.033
GALW8190,VBFX,1299.27,35879.92,0.0362
GALW8190,LBLW,1745.51,35879.92,0.0486
GALW8190,SCBR,1952.4,35879.92,0.0544
GALW8190,DSAW.1,3540.86,35879.92,0.0986
GALW8190,CMPR,3683.82,35879.92,0.1026
GALW8190,GEN,17779.68,35879.92,0.4955
GANA1014,CMXR,39.65,27354.15,0.0014
GANA1014,PUSM,59.14,27354.15,0.0021
GANA1014,VSPP,81.62,27354.15,0.0029
GANA1014,VCWD,101.16,27354.15,0.0036
GANA1014,CFG,121.21,27354.15,0.0044
GANA1014,CDS,140,27354.15,0.0051
GANA1014,BRDR,199.28,27354.15,0.0072
GANA1014,RSAW,228.43,27354.15,0.0083
GANA1014,HH.1,303.74,27354.15,0.0111
GANA1014,DSAW.1,365.24,27354.15,0.0133
GANA1014,RSDD,880,27354.15,0.0321
GANA1014,AD.1,977.82,27354.15,0.0357
GANA1014,SSL,2951,27354.15,0.1078
GANA1014,E.1.1,20905.86,27354.15,0.7642
GAND6001,SDRD,44.88,8676.79,0.0051
GAND6001,BRDR,68.69,8676.79,0.0079
GAND6001,GEN,73,8676.79,0.0084
GAND6001,CHSW,104.99,8676.79,0.0121
GAND6001,RCS,182.42,8676.79,0.021
GAND6001,PC,201.87,8676.79,0.0232
GAND6001,DSAW.1,212.03,8676.79,0.0244
GAND6001,RSDD,266.67,8676.79,0.0307
GAND6001,GL7,353.94,8676.79,0.0407
GAND6001,TPB,3467.96,8676.79,0.3996
GAND6001,E.1.1,3700.34,8676.79,0.4264
GARR0126,JACK,140,84490.8,0.0016
GARR0126,RSAW,288.63,84490.8,0.0034
GARR0126,CMWR,710.31,84490.8,0.0084
GARR0126,CNR,939.16,84490.8,0.0111
GARR0126,TW,1051.26,84490.8,0.0124
GARR0126,E.1,1092,84490.8,0.0129
GARR0126,DUNI,1251.6,84490.8,0.0148
GARR0126,VBFX,1286.4,84490.8,0.0152
GARR0126,GL7,1308.44,84490.8,0.0154
GARR0126,LT,1350,84490.8,0.0159
GARR0126,CMLN,1448.7,84490.8,0.0171
GARR0126,GEN.1,1453.72,84490.8,0.0172
GARR0126,VBSX,1720.44,84490.8,0.0203
GARR0126,E.1.1,1862.64,84490.8,0.022
GARR0126,KB,1963.67,84490.8,0.0232
GARR0126,WTRB,2956.1,84490.8,0.0349
GARR0126,LPL,3089.92,84490.8,0.0365
GARR0126,RCD,5114,84490.8,0.0605
GARR0126,RTP,8599.28,84490.8,0.1017
GARR0126,SPHE,10114.78,84490.8,0.1197
GARR0126,RSDD,10113.57,84490.8,0.1197
GARR0126,PBS,11960,84490.8,0.1415
GARR0126,PC,14676.18,84490.8,0.1737
GARR9155,RSDD,6890,49458.52,0.1393
GARR9155,RSSD,7437.56,49458.52,0.1503
GARR9155,RPSD,12415.06,49458.52,0.251
GARR9155,BH,22715.9,49458.52,0.4592
GASE0900,TRPN,11592,11592,1
GATE6001,BRSC,59.8,41364.8,0.0014
GATE6001,WHPR,119.6,41364.8,0.0028
GATE6001,MSB,4916.98,41364.8,0.1188
GATE6001,ARW,9549.42,41364.8,0.2308
GATE6001,UTE,26719,41364.8,0.6459
GBEL6000,DSAW.1,100.12,5101.7,0.0196
GBEL6000,BRDR,124.44,5101.7,0.0243
GBEL6000,HCPE,128.64,5101.7,0.0252
GBEL6000,CUTR,208.7,5101.7,0.0409
GBEL6000,TM,250.79,5101.7,0.0491
GBEL6000,CMPT,546.2,5101.7,0.107
GBEL6000,SL.1,562.44,5101.7,0.1102
GBEL6000,GEN,740.13,5101.7,0.145
GBEL6000,KB,2440.24,5101.7,0.4783
GEAN6000,NBL.1,54,14703.94,0.0036
GEAN6000,WTRB,122.83,14703.94,0.0083
GEAN6000,GEN,740.54,14703.94,0.0503
GEAN6000,SL.1,2481.44,14703.94,0.1687
GEAN6000,VMH,2585.86,14703.94,0.1758
GEAN6000,KB,8719.27,14703.94,0.5929
gEAr6001,GEN.1,280,5180.06,0.054
gEAr6001,FST,630,5180.06,0.1216
gEAr6001,KB,1952.32,5180.06,0.3768
gEAr6001,SL.1,2317.74,5180.06,0.4474
GEEN6444,TRCR,339.4,6731.41,0.0504
GEEN6444,CMPR,365.26,6731.41,0.0542
GEEN6444,TPB,485,6731.41,0.072
GEEN6444,KB,5541.75,6731.41,0.8232
GENE6002,HTQ,13.26,41829.33,0.0003
GENE6002,CMXR,29.47,41829.33,0.0007
GENE6002,BRDR,37.38,41829.33,0.0008
GENE6002,SBB,45,41829.33,0.001
GENE6002,DSAW.1,66.24,41829.33,0.0015
GENE6002,CDS,150.42,41829.33,0.0035
GENE6002,SBL,201.4,41829.33,0.0048
GENE6002,LHC,232.64,41829.33,0.0055
GENE6002,HTP,265,41829.33,0.0063
GENE6002,TQW,397.5,41829.33,0.0095
GENE6002,DUNI,454.77,41829.33,0.0108
GENE6002,ILPG,471.2,41829.33,0.0112
GENE6002,PUSL,475.2,41829.33,0.0113
GENE6002,LT,564,41829.33,0.0134
GENE6002,CHB,575.6,41829.33,0.0137
GENE6002,PUSM,604.36,41829.33,0.0144
GENE6002,SL,609.5,41829.33,0.0145
GENE6002,GEN,745.6,41829.33,0.0178
GENE6002,PUSU,787.4,41829.33,0.0188
GENE6002,FLO,792.8,41829.33,0.0189
GENE6002,KB,865.98,41829.33,0.0207
GENE6002,FJC,894.9,41829.33,0.0213
GENE6002,PBS,927,41829.33,0.0221
GENE6002,CPHP,1188.54,41829.33,0.0284
GENE6002,GEN.1.1,1541.25,41829.33,0.0368
GENE6002,SL.1,1680,41829.33,0.0401
GENE6002,EA,2264.99,41829.33,0.0541
GENE6002,NRU,2734.8,41829.33,0.0653
GENE6002,CMPR,3744.88,41829.33,0.0895
GENE6002,ABL,8729.1,41829.33,0.2086
GENE6002,GEN.1,9739.15,41829.33,0.2328
GENE6007,APS,1088.52,9548.52,0.1139
GENE6007,RAB,8460,9548.52,0.886
GEOC5043,MEB,24.8,88258.46,0.0002
GEOC5043,GRAG,46.06,88258.46,0.0005
GEOC5043,BRSC,74.34,88258.46,0.0008
GEOC5043,VBFX,71.92,88258.46,0.0008
GEOC5043,TREQ,86.72,88258.46,0.0009
GEOC5043,LMWR,86.46,88258.46,0.0009
GEOC5043,CHSW,113.13,88258.46,0.0012
GEOC5043,PHD,141.66,88258.46,0.0016
GEOC5043,PUSM,155.25,88258.46,0.0017
GEOC5043,DUNI,170.55,88258.46,0.0019
GEOC5043,FGSH,198.78,88258.46,0.0022
GEOC5043,TPB,212.94,88258.46,0.0024
GEOC5043,PLTT,237,88258.46,0.0026
GEOC5043,MILD,266.66,88258.46,0.003
GEOC5043,CSK,329.68,88258.46,0.0037
GEOC5043,AORD,335,88258.46,0.0037
GEOC5043,HH.1,399.78,88258.46,0.0045
GEOC5043,SBL,638.42,88258.46,0.0072
GEOC5043,DSAW.1,823.77,88258.46,0.0093
GEOC5043,LT,935,88258.46,0.0105
GEOC5043,RPSD,1086.9,88258.46,0.0123
GEOC5043,WTRB,1268.7,88258.46,0.0143
GEOC5043,GEN,1405.44,88258.46,0.0159
GEOC5043,BRDR,1608.66,88258.46,0.0182
GEOC5043,RSDD,1681.08,88258.46,0.019
GEOC5043,SPHE,1680.04,88258.46,0.019
GEOC5043,PC,1780.23,88258.46,0.0201
GEOC5043,OXYS,2338.44,88258.46,0.0264
GEOC5043,E.1.1,2395.54,88258.46,0.0271
GEOC5043,CMPR,3068.38,88258.46,0.0347
GEOC5043,TW,3300,88258.46,0.0373
GEOC5043,CFG,3315.52,88258.46,0.0375
GEOC5043,PBS,3330,88258.46,0.0377
GEOC5043,SSL,3425.28,88258.46,0.0388
GEOC5043,RCS,6113.51,88258.46,0.0692
GEOC5043,VCWD,12946.32,88258.46,0.1466
GEOC5043,SL.1,14489.48,88258.46,0.1641
GEOC5043,KB,17677.02,88258.46,0.2002
GEOR6008,CHSW,104.99,9244.83,0.0113
GEOR6008,TURF,110.71,9244.83,0.0119
GEOR6008,BRDR,137.56,9244.83,0.0148
GEOR6008,PC,176.16,9244.83,0.019
GEOR6008,PLTT,1300.99,9244.83,0.1407
GEOR6008,PTB,1313.55,9244.83,0.142
GEOR6008,TPB,6100.87,9244.83,0.6599
GEOT5942,CMPR,9276.4,9276.4,1
GEOT6002,ITC.1,12.36,63241.24,0.0001
GEOT6002,RCS,44.4,63241.24,0.0007
GEOT6002,CDVP,77.55,63241.24,0.0012
GEOT6002,AOCH,99.66,63241.24,0.0015
GEOT6002,SMPB,97,63241.24,0.0015
GEOT6002,DUNI,189,63241.24,0.0029
GEOT6002,PUSM,226.8,63241.24,0.0035
GEOT6002,WL,221.72,63241.24,0.0035
GEOT6002,CDST,285.67,63241.24,0.0045
GEOT6002,JACK,308.09,63241.24,0.0048
GEOT6002,TPB,600,63241.24,0.0094
GEOT6002,WTRB,1091.86,63241.24,0.0172
GEOT6002,CDS,1636.8,63241.24,0.0258
GEOT6002,PUSU,2470.1,63241.24,0.039
GEOT6002,CMPR,2658.5,63241.24,0.042
GEOT6002,TEL,7802.88,63241.24,0.1233
GEOT6002,SBL,45418.85,63241.24,0.7181
GEOV6000,DSAW.1,108.6,44319.57,0.0024
GEOV6000,GPC,108.28,44319.57,0.0024
GEOV6000,SCIR,108.28,44319.57,0.0024
GEOV6000,FWP,116.34,44319.57,0.0026
GEOV6000,CHSW,226.26,44319.57,0.0051
GEOV6000,GRAG,369,44319.57,0.0083
GEOV6000,GEN.1.1,425.25,44319.57,0.0095
GEOV6000,AORD,916.38,44319.57,0.0206
GEOV6000,DRMB,1041.44,44319.57,0.0234
GEOV6000,SMCO,1060.4,44319.57,0.0239
GEOV6000,GEN.1,1567.7,44319.57,0.0353
GEOV6000,PHH,4615.68,44319.57,0.1041
GEOV6000,CMPR,33655.96,44319.57,0.7593
GERO6000,TREQ,40.4,10383.76,0.0038
GERO6000,TRCR,105.05,10383.76,0.0101
GERO6000,CTM,172.29,10383.76,0.0165
GERO6000,SL.1,1442.42,10383.76,0.1389
GERO6000,TM,1480.88,10383.76,0.1426
GERO6000,PBS,7142.72,10383.76,0.6878
GERR6000,MEB,9.3,41454.97,0.0002
GERR6000,IFL,32.3,41454.97,0.0007
GERR6000,TREQ,41.21,41454.97,0.0009
GERR6000,AOBR,43.64,41454.97,0.001
GERR6000,TRBC,62.22,41454.97,0.0015
GERR6000,EA,62.22,41454.97,0.0015
GERR6000,TPG,68.7,41454.97,0.0016
GERR6000,GL7,117.98,41454.97,0.0028
GERR6000,BRDR,258.79,41454.97,0.0062
GERR6000,VCWD,300.42,41454.97,0.0072
GERR6000,TRTI,344.48,41454.97,0.0083
GERR6000,TM,479.83,41454.97,0.0115
GERR6000,PC,488.72,41454.97,0.0117
GERR6000,DUNI,703.37,41454.97,0.0169
GERR6000,RSDD,800,41454.97,0.0192
GERR6000,CHS,798.2,41454.97,0.0192
GERR6000,LFTG,905.04,41454.97,0.0218
GERR6000,E.1.1,1183.87,41454.97,0.0285
GERR6000,PULG,1325.24,41454.97,0.0319
GERR6000,RTP,1407.7,41454.97,0.0339
GERR6000,PUSM,1573.25,41454.97,0.0379
GERR6000,GEN,1735.31,41454.97,0.0418
GERR6000,DSAW.1,1876.83,41454.97,0.0452
GERR6000,SL.1,1898.18,41454.97,0.0457
GERR6000,RCS,2029.47,41454.97,0.0489
GERR6000,KB,3033.34,41454.97,0.0731
GERR6000,RSSD,3120,41454.97,0.0752
GERR6000,DG7,3360,41454.97,0.081
GERR6000,CMPR,5400.26,41454.97,0.1302
GERR6000,E.1,7995.1,41454.97,0.1928
GESH6000,GEN,81.09,13134.55,0.0061
GESH6000,CNR,256,13134.55,0.0194
GESH6000,SL.1,376.28,13134.55,0.0286
GESH6000,KB,3737.18,13134.55,0.2845
GESH6000,TW,8684,13134.55,0.6611
GFJA6000,BRDR,137.56,12020.09,0.0114
GFJA6000,PUSU,147.1,12020.09,0.0122
GFJA6000,LT,200,12020.09,0.0166
GFJA6000,AOBR,343.92,12020.09,0.0286
GFJA6000,PC,373.35,12020.09,0.031
GFJA6000,DSAW.1,429.23,12020.09,0.0357
GFJA6000,RCS,464.65,12020.09,0.0386
GFJA6000,GEN,1314.95,12020.09,0.1093
GFJA6000,CMPR,2439.23,12020.09,0.2029
GFJA6000,ESC,2456.4,12020.09,0.2043
GFJA6000,TM,3713.7,12020.09,0.3089
GGAG0312,KB,290.18,16032.96,0.018
GGAG0312,DRMB,509.14,16032.96,0.0317
GGAG0312,SBL,517.44,16032.96,0.0322
GGAG0312,SL.1,14716.2,16032.96,0.9178
GGOL6000,MEB,68.16,38206.07,0.0017
GGOL6000,PC,78.4,38206.07,0.002
GGOL6000,TRBC,108.28,38206.07,0.0028
GGOL6000,PHD,140,38206.07,0.0036
GGOL6000,PUSM,308.4,38206.07,0.008
GGOL6000,DUNI,327.43,38206.07,0.0085
GGOL6000,WSTE,421.71,38206.07,0.011
GGOL6000,DSAW.1,619.05,38206.07,0.0162
GGOL6000,ABL,762.19,38206.07,0.0199
GGOL6000,RCS,785.1,38206.07,0.0205
GGOL6000,MSB,822.5,38206.07,0.0215
GGOL6000,RTP,924.85,38206.07,0.0242
GGOL6000,RBE,1536,38206.07,0.0402
GGOL6000,RSDD,2147.06,38206.07,0.0561
GGOL6000,E.1.1,4219.06,38206.07,0.1104
GGOL6000,RPSD,6792.77,38206.07,0.1777
GGOL6000,RSSD,7894.35,38206.07,0.2066
GGOL6000,GEN,10250.76,38206.07,0.2683
GHDP0252,MLAG,56.56,11845.43,0.0047
GHDP0252,MLBK,70.6,11845.43,0.0059
GHDP0252,MLTC,76.76,11845.43,0.0064
GHDP0252,RCS,90.78,11845.43,0.0076
GHDP0252,MLPD,106.96,11845.43,0.009
GHDP0252,TREQ,106.96,11845.43,0.009
GHDP0252,KB,268.97,11845.43,0.0227
GHDP0252,GDK,429.09,11845.43,0.0362
GHDP0252,TM,437.8,11845.43,0.0369
GHDP0252,CMPR,493.83,11845.43,0.0416
GHDP0252,MILD,1548.03,11845.43,0.1306
GHDP0252,UTE,1820.3,11845.43,0.1536
GHDP0252,PFFT,2409.75,11845.43,0.2034
GHDP0252,CMPR.1.1,3929.04,11845.43,0.3316
GIBS0023,CFG,112.32,22976.79,0.0048
GIBS0023,CFSM,200.4,22976.79,0.0087
GIBS0023,HST,240,22976.79,0.0104
GIBS0023,VMH,244.9,22976.79,0.0106
GIBS0023,PC,250.83,22976.79,0.0109
GIBS0023,TW,810,22976.79,0.0352
GIBS0023,TM,1488.48,22976.79,0.0647
GIBS0023,KB,2328.02,22976.79,0.1013
GIBS0023,SL.1,5075.76,22976.79,0.2209
GIBS0023,SBL,12226.08,22976.79,0.5321
GILB6001,PUSU,60.61,12994.56,0.0046
GILB6001,GEN,60.61,12994.56,0.0046
GILB6001,PUSM,95.15,12994.56,0.0073
GILB6001,LVL,105.86,12994.56,0.0081
GILB6001,WDMA,130,12994.56,0.01
GILB6001,DRMB,131.72,12994.56,0.0101
GILB6001,CTM,141.42,12994.56,0.0108
GILB6001,PHD,214.06,12994.56,0.0164
GILB6001,GL7,235.96,12994.56,0.0181
GILB6001,DSAW.1,242.42,12994.56,0.0186
GILB6001,RSSD,280,12994.56,0.0215
GILB6001,PFFT,299.02,12994.56,0.023
GILB6001,HH.1,372.48,12994.56,0.0286
GILB6001,LT,590.2,12994.56,0.0454
GILB6001,TLI,685.71,12994.56,0.0527
GILB6001,RSDD,815.48,12994.56,0.0627
GILB6001,E.1.1,1988.4,12994.56,0.153
GILB6001,MSB,6545.46,12994.56,0.5037
GILB9500,MLAG,27.3,46745.77,0.0005
GILB9500,IWR,34,46745.77,0.0007
GILB9500,CSL,43.71,46745.77,0.0009
GILB9500,AIRC,56.7,46745.77,0.0012
GILB9500,RSAW,57.73,46745.77,0.0012
GILB9500,EA,73.38,46745.77,0.0015
GILB9500,SSC,85.5,46745.77,0.0018
GILB9500,EXFA,89.92,46745.77,0.0019
GILB9500,TREQ,93.08,46745.77,0.0019
GILB9500,MLBK,110.45,46745.77,0.0023
GILB9500,MLTC,110.6,46745.77,0.0023
GILB9500,ESC,164.64,46745.77,0.0035
GILB9500,TRTI,189.75,46745.77,0.004
GILB9500,TPB,195.36,46745.77,0.0041
GILB9500,VM ,213.74,46745.77,0.0045
GILB9500,DUNI,220.04,46745.77,0.0047
GILB9500,CSK,294.17,46745.77,0.0062
GILB9500,DRLH,369.83,46745.77,0.0079
GILB9500,DRLC,389.34,46745.77,0.0083
GILB9500,PBS,533.82,46745.77,0.0114
GILB9500,GDK,671.16,46745.77,0.0143
GILB9500,MILD,682.61,46745.77,0.0146
GILB9500,DSAW.1,782.78,46745.77,0.0167
GILB9500,VMH,847.27,46745.77,0.0181
GILB9500,PC,938.69,46745.77,0.02
GILB9500,WDMA,1001.24,46745.77,0.0214
GILB9500,CNR,1073.16,46745.77,0.0229
GILB9500,GEN,1155.53,46745.77,0.0247
GILB9500,AOBR,1176.83,46745.77,0.0251
GILB9500,TM,1325.11,46745.77,0.0283
GILB9500,CSET,1424.28,46745.77,0.0304
GILB9500,PUSM,1441.54,46745.77,0.0308
GILB9500,BRDR,1774.93,46745.77,0.0379
GILB9500,WTRB,2183.08,46745.77,0.0467
GILB9500,SL.1,2754.25,46745.77,0.0589
GILB9500,PRK,2787.49,46745.77,0.0596
GILB9500,E.1.1,3136.78,46745.77,0.0671
GILB9500,VCWD,4341.3,46745.77,0.0928
GILB9500,CMPR,6773.76,46745.77,0.1449
GILB9500,GEN.1,7120.92,46745.77,0.1523
GILF4099,CNCS,63.04,15640.31,0.004
GILF4099,LPL,66.18,15640.31,0.0042
GILF4099,OXYS,92.93,15640.31,0.0059
GILF4099,CNBF,99.39,15640.31,0.0063
GILF4099,EXFA,133.32,15640.31,0.0085
GILF4099,CNR,173.88,15640.31,0.0111
GILF4099,VBSX,295.74,15640.31,0.0189
GILF4099,VSPP,312.72,15640.31,0.0199
GILF4099,SL,379.8,15640.31,0.0242
GILF4099,TM,456.48,15640.31,0.0291
GILF4099,WHPR,464.26,15640.31,0.0296
GILF4099,BRDR,607.66,15640.31,0.0388
GILF4099,BRSC,626.24,15640.31,0.04
GILF4099,CMPR,646.48,15640.31,0.0413
GILF4099,GRAG,736.17,15640.31,0.047
GILF4099,CDS,868.7,15640.31,0.0555
GILF4099,DSAW.1,1145.15,15640.31,0.0732
GILF4099,DUNI,1185.72,15640.31,0.0758
GILF4099,MILD,1753.57,15640.31,0.1121
GILF4099,GEN,2726.42,15640.31,0.1743
GILF4099,VBFX,2806.46,15640.31,0.1794
GILG9552,SAW.1,89,15066.69,0.0059
GILG9552,CNR,157.5,15066.69,0.0104
GILG9552,RTP,194.1,15066.69,0.0128
GILG9552,RPSD,2943.7,15066.69,0.1953
GILG9552,MSB,4445.71,15066.69,0.295
GILG9552,E.1.1,7236.68,15066.69,0.4803
GILL6001,TW,95,28627.44,0.0033
GILL6001,RSDD,248.61,28627.44,0.0086
GILL6001,SL.1,1671.05,28627.44,0.0583
GILL6001,KB,26612.78,28627.44,0.9296
GIOV2111,DRLC,65.52,15223.04,0.0043
GIOV2111,PLTT,231.93,15223.04,0.0152
GIOV2111,RSDD,577.76,15223.04,0.0379
GIOV2111,FKT,626.43,15223.04,0.0411
GIOV2111,WTRB,13721.4,15223.04,0.9013
GJCO0671,E.1,21800,21800,1
GJGA4600,TPB,21828.38,21828.38,1
GLED6000,STRP,2.94,56522.05,0
GLED6000,PUSM,55.76,56522.05,0.0009
GLED6000,ABO,72,56522.05,0.0012
GLED6000,RFG,90.87,56522.05,0.0016
GLED6000,OVEN,106.01,56522.05,0.0018
GLED6000,RSDD,745.83,56522.05,0.0131
GLED6000,WSTE,2687,56522.05,0.0475
GLED6000,RPSD,4544.61,56522.05,0.0804
